,tweet_id,text,allan,michael,shameek,tevin,Number of labelers,mode,mode occurrences,label-am,label-as,label-at,label-ms,label-mt,label-st,label-ams,label-amt,label-ast,label-mst,label-all,label-scale,label-mtscale
3219,1498413193500180481,Just furiously masturbating to the idea of an extinction level event.,,,irrelevant or no opinion on climate change,,1,irrelevant or no opinion on climate change,1,,,,,,,,,,,,,
3220,1455300136725266436,Bloomberg making a FORTUNE off this climate crisis scam.,,,strongly disagree with climate change,,1,strongly disagree with climate change,1,,,,,,,,,,,,,
3221,1479571866171944968,"The media will blame the far right, white supremacists, or the Taliban, but excuse it as a result of climate change.",,,neutral to climate change,,1,neutral to climate change,1,,,,,,,,,,,,,
3222,1505509134459981828,The final Horsham results are in for the How concerned are you about the climate crisis ? survey. Overall a very high level of anxiety. 1/2 ,,,slightly agree with climate change,,1,slightly agree with climate change,1,,,,,,,,,,,,,
3223,1494699726574264325,Then I would think you'd be pro stealing them since you don't care about air quality or climate change.,,,slightly agree with climate change,,1,slightly agree with climate change,1,,,,,,,,,,,,,
3224,1470835679579885569,RT You want to ban cars to fight climate change and save millions of people from dying in car accidents. I want to ban cars to fuck over Elon Musk. We are not the same.,,,neutral to climate change,,1,neutral to climate change,1,,,,,,,,,,,,,
3225,1500564475719659532,"March 5. A #tornado struck the U.S. town of #Winterset, #Iowa, 265 km/h. At least 6 people were killed. Dozens of homes were destroyed, trees were fallen everywhere, power lines were torn. #usa #tornadoes #climate #climatechange #news #ClimateAction #GlobalCrisis #CreativeSociety ",,,strongly agree with climate change,,1,strongly agree with climate change,1,,,,,,,,,,,,,
3226,1475890962887065605,RT Happy Birthday to one of the most important scientists of our time who has been screaming from the mountain tops about our climate emergency for a long time. We thank you and love you !,,,strongly agree with climate change,,1,strongly agree with climate change,1,,,,,,,,,,,,,
3227,1445083117757222912,"RT Beaches in CA are now covered in oil, dead birds & fish due to massive oil spill. California stopped off shore drilling long ago but this came from federal waters. We need to get away from fossil fuels to save the planet. Let's start with off shore drilling & fracking.#OilSpill",,,strongly agree with climate change,,1,strongly agree with climate change,1,,,,,,,,,,,,,
3228,1491434651566895111,Ida's Flooding Took Her Home. Then Officials Took Away Her Temporary Housing. This is what happens when the climate crisis and affordable housing crisis collides: ,,,strongly agree with climate change,,1,strongly agree with climate change,1,,,,,,,,,,,,,
3229,1452753507329658885,"I do not think it is immoral to eat animals. I do think it is immoral to torture, kill for sport, poach, abuse, and overhunt animals to endangered status and to extinction.",,,irrelevant or no opinion on climate change,,1,irrelevant or no opinion on climate change,1,,,,,,,,,,,,,
3230,1446610548699930625,"I mean this is def. not a good news! At the current pace that we are destroying the planet, the poorest nations will be the first to bear the brunt of an impending climate crisis. Covid may get over, but a climate crisis is not too far in the future  ",,,strongly agree with climate change,,1,strongly agree with climate change,1,,,,,,,,,,,,,
3231,1499775006783545349,Extinction Rebellion have been a bit quiet since the start of the Ukraine/Russia war. Who funds them?,,,neutral to climate change,,1,neutral to climate change,1,,,,,,,,,,,,,
3232,1444723720979947525,"RT A lot of people ask about which climate emotions are useful for moving people from despair to action, especially when there is so much anxiety and dread floating around. Anger cuts through a lot of the disempowerment. writes about this well ",,,strongly agree with climate change,,1,strongly agree with climate change,1,,,,,,,,,,,,,
3233,1465430734672302084,"As someone who grew up in Wisconsin, I don't need your coordinates to tell me anything. There are many days in the winter where it is well into the negatives and wind chill makes it dangerously worse. Many -20 days and worse. And climate change will only make things worse.",,,strongly agree with climate change,,1,strongly agree with climate change,1,,,,,,,,,,,,,
3234,1505509430510567425,"Let me correct that for you. Climate-Change-Denying, anti-Renewables, Lib-Shill Uhlmann, interrupts highly repected Labor Senate Leader, Penny Wong, to push the rumour-&-innuendo-fed Murdoch/Liberal Party line of tripe forward. This isn't even a half-assed attempt at truth.",,,strongly agree with climate change,,1,strongly agree with climate change,1,,,,,,,,,,,,,
3235,1450927750378921984,"RT QUICK!!! Somebody take that angry little Greta girl to Japan so she can yell: ""SHAME ON YOU!!! YOU CAN'T DENY CLIMATE CHANGE!!! VOLCANOS DIDN'T USE TO DO THIS!!!"" ",,,strongly agree with climate change,,1,strongly agree with climate change,1,,,,,,,,,,,,,
3236,1505648106339450880,We can't get to net zero emissions with 'false solutions' to climate change Both 'clean' hydrogen and dodgy credits also build off carbon capture and storage a colossal waste of money and failure  Net zero is a fraud if we bank on false solutions ,,,slightly agree with climate change,,1,slightly agree with climate change,1,,,,,,,,,,,,,
3237,1479200422590095363,"From plastic pollution to run of waste from Industrial Arg to Industrial fishing to deep sea mining to global warming our oceans are being killed of life Warmer, oxygen-poor waters threaten world's most heavily exploited' fish via @Mongabay",,,strongly agree with climate change,,1,strongly agree with climate change,1,,,,,,,,,,,,,
3238,1489922735983628288,#Feb5AntiTerrorismDay Letting Pakistan to hijack and kill our identity for its selfish interests in the name of Kashmir Solidarity Day' will only lead to extinction of Kashmiri identity. #Feb5AntiTerrorismDay,,,irrelevant or no opinion on climate change,,1,irrelevant or no opinion on climate change,1,,,,,,,,,,,,,
3239,1487138672407236608,"We are in this mess because they questioned climate science, and forced us to defend it. Now they are questioning the action. We must not play their delay game again. The action is ending fossil fuels. There is no doubt. It does not need justifying. No more delay.",,,strongly agree with climate change,,1,strongly agree with climate change,1,,,,,,,,,,,,,
3240,1456001230568833039,"Biden could cancel student debt, legalize weed, and combat climate change tomorrow. But he won't. Democrats lose because they don't help people. It's that simple. Trump and the R's found creative ways to do reprehensible things. Dems refuse to do the same to help people.",,,slightly agree with climate change,,1,slightly agree with climate change,1,,,,,,,,,,,,,
3241,1503829894547005445,FUCK THIS STUPID FUCKING SNOWSTORM MY POWER WENT OUT WHILE WORKING ON COMMS GOING TO GO SET FIRE TO EVERY GODDAMN OIL FIELD ON THIS PLANET TO SPEED UP GLOBAL WARMING,,,strongly agree with climate change,,1,strongly agree with climate change,1,,,,,,,,,,,,,
3242,1491481984836804609,"Wait! You have a few choices to blame stuff on if yer woker than Nancy Pelosi. Sure, climate change, but what about racism? ",,,slightly disagree with climate change,,1,slightly disagree with climate change,1,,,,,,,,,,,,,
3243,1507384955764060161,"Interesting episode of on Miami, sunny day flooding, and potential for climate change maladaptation. Highlights equitable, effective adaptation is by no means a foregone conclusion. ",,,strongly agree with climate change,,1,strongly agree with climate change,1,,,,,,,,,,,,,
3244,1477668645199360000,"'So, Prime Minister Why are our gas bills so high?' 'To Save You from Global Warming!' 'But if it was warmer, we wouldn't need so much gas!' 'Oh dear. I hadn't thought of that' ",,,slightly disagree with climate change,,1,slightly disagree with climate change,1,,,,,,,,,,,,,
3245,1509672953243480064,"We don't care about your climate change fraud, universal income crap and the other lies",,,strongly disagree with climate change,,1,strongly disagree with climate change,1,,,,,,,,,,,,,
3246,1461391280987066368,"RT The Build Back Better Act makes historic investments in childcare, home care, the CTC & paid leave; in fighting climate change; and in providing relief for millions of immigrants. It's time to vote. Vote YES' on the Build Back Better Act ",,,strongly agree with climate change,,1,strongly agree with climate change,1,,,,,,,,,,,,,
3247,1456361094306426892,WRONG. That will only provide a big surge in emissions. #degrowth ,,,strongly agree with climate change,,1,strongly agree with climate change,1,,,,,,,,,,,,,
3248,1505549515612372995,"Much of the #Irob minority remain occupied by #Eritrean forces since Day 1 of #500DaysOfTigrayGenocide. As a minority of ~35,000 people, z #Irob face existential threat and must be protected under the #R2P. @UN|SC @USUN @EUatUN @UNOCHA @UN_HRC ",,,irrelevant or no opinion on climate change,,1,irrelevant or no opinion on climate change,1,,,,,,,,,,,,,
3249,1498412950666764288,No need for an SOTU address...we all know where he has taken us. And no need to hear about Build Back Better either and any baloney crisis on a climate emergency!,,,strongly disagree with climate change,,1,strongly disagree with climate change,1,,,,,,,,,,,,,
3250,1494039314639974400,I may be dead before it gets really bad. But I will still do all I can to reduce global warming. We all must.,,,strongly agree with climate change,,1,strongly agree with climate change,1,,,,,,,,,,,,,
3251,1498426274829803521,Petrol wars: GOLD: Better than nuclear wars. since GOLDEN RUBLE /1917/ HISTORY   climate change.  Stocks week ahead: The invasion of Ukraine changed everything for Wall Street - CNN ,,,neutral to climate change,,1,neutral to climate change,1,,,,,,,,,,,,,
3252,1466760728963080192,Was thinking the same thing. It's kind of like govt support for fossil fuels ~ just can't help themselves. So on we go,,,slightly agree with climate change,,1,slightly agree with climate change,1,,,,,,,,,,,,,
3253,1454196378649993217,RT Worst flooding in Scotland for years. Climate change has come to the COP26 party in person,,,strongly agree with climate change,,1,strongly agree with climate change,1,,,,,,,,,,,,,
3254,1461421678433497090,"""MLB ends climate change and racism in new legislation""",,,neutral to climate change,,1,neutral to climate change,1,,,,,,,,,,,,,
3255,1464259304123473920,"And once again, a dem that screams that water levels are rising because of ""global warming"" builds/buys next to the ocean. Hypocritical much?",,,slightly disagree with climate change,,1,slightly disagree with climate change,1,,,,,,,,,,,,,
3256,1457432467615461387,Gerry Kinneavy - The Threatened Extinction of Ireland's Fishing Tradition ,,,neutral to climate change,,1,neutral to climate change,1,,,,,,,,,,,,,
3257,1480587565023756288,"Seawall damage a sign of things to come amid #SeaLevelRise & #ClimateChange, experts warn | @globalnews ",,,strongly agree with climate change,,1,strongly agree with climate change,1,,,,,,,,,,,,,
3258,1458530596905492490,"RT Yep,really did just say the most depressing thing about climate change is it isn't capable of being fixed anytime soon No, the most depressing thing, Prime Minister, is that you're not capable of the leadership & will to act at the speed & scale required #COP26",,,strongly agree with climate change,,1,strongly agree with climate change,1,,,,,,,,,,,,,
3259,1479200324418252800,Venus is a bad example of a greenhouse effect. It's high surface temperature is due to its dense atmosphere. There's no greenhouse effect on Venus: ,,,neutral to climate change,,1,neutral to climate change,1,,,,,,,,,,,,,
3260,1507854564527161349,"This is the kind of thing you only say if you actually want the extinction of humanity via atomic fire or if your brain has turned to mashed potatoes. https://t.co/1x9xFrzSWK But, no mean tweets!",,,irrelevant or no opinion on climate change,,1,irrelevant or no opinion on climate change,1,,,,,,,,,,,,,
3261,1509674268493336577,"""The climate crisis is about our collective future."" of @JoinDayenu",,,slightly agree with climate change,,1,slightly agree with climate change,1,,,,,,,,,,,,,
3262,1469773482372124672,Yeah right we need fake and flop tobeners mass Extinction ,,,irrelevant or no opinion on climate change,,1,irrelevant or no opinion on climate change,1,,,,,,,,,,,,,
3263,1454196328507006976,"So if you care about climate change or the administrative state, you should be watching this case. Hopefully it'll just be a nothingburger. But it could be a blockbuster. /fin",,,slightly agree with climate change,,1,slightly agree with climate change,1,,,,,,,,,,,,,
3264,1455985031390777348,Super polluters': the top 10 publishers denying the climate crisis on Facebook ,,,slightly agree with climate change,,1,slightly agree with climate change,1,,,,,,,,,,,,,
3265,1441851842934214656,"RT In South America, the future of climate change has already arrived. w/ ",,,slightly agree with climate change,,1,slightly agree with climate change,1,,,,,,,,,,,,,
3266,1487574719687802881,"What is damaging us is the insane Climate Change Act and it's mad cousin net zero. Your output I believe. Don't patronise me with pathetic complaints about politicians, we all know you're a bunch of charlatans.",,,neutral to climate change,,1,neutral to climate change,1,,,,,,,,,,,,,
3267,1495880552096092163,Climate change is a global crisis and if we don't make efforts to fight it in every part of the world then we are leaving everyone vulnerable. (1/2) ,,,strongly agree with climate change,,1,strongly agree with climate change,1,,,,,,,,,,,,,
3268,1441851836621733900,"So, you would condemn those species to extinction because zoos offend your sensibilities. Now that is animal cruelty.",,,irrelevant or no opinion on climate change,,1,irrelevant or no opinion on climate change,1,,,,,,,,,,,,,
3269,1466760660977602561,"A desertificao no Nordeste do Brasil no The New York Times ""In August, the United Nations'latest major report on climate changesaid Brazil's northeast faces rising temperatures, a sharp decline in groundwater, and more frequent and intense droughts."" ",,,strongly agree with climate change,,1,strongly agree with climate change,1,,,,,,,,,,,,,
3270,1456361557764489226,"RT NPR: ""Earth has 11 years to cut emissions to avoid DIRE climate scenarios, a report says"" #ClimateScam ",,,strongly disagree with climate change,,1,strongly disagree with climate change,1,,,,,,,,,,,,,
3271,1449806334048735242,"M EWE: Dear Media, Let's Treat the Climate Emergency Like the Pandemic Emergency. ",,,strongly agree with climate change,,1,strongly agree with climate change,1,,,,,,,,,,,,,
3272,1517587845112020992,"Ah Murdoch's found another high profile female to attack, bully, denigrate? Clearly seen as a threat to Murdoch ambitions. But too late. People are flocking to Independents because they're standing FOR action on climate change, an Anti Corruption Commission and Equity issues. ",,,strongly agree with climate change,,1,strongly agree with climate change,1,,,,,,,,,,,,,
3273,1494344961487093764,Loading the dice': climate crisis could increase southern California wildfires ,,,strongly agree with climate change,,1,strongly agree with climate change,1,,,,,,,,,,,,,
3274,1499774167377399809,A pariah state with a toxic government that is actively abusive in every possible way while ignoring climate change that is going to drive them out and decimate their economy. ,,,strongly agree with climate change,,1,strongly agree with climate change,1,,,,,,,,,,,,,
3275,1488120497275555843,"Great plenary session at the Snd International Conference on #EnvironmentalPeacebuilding: An Intergenerational Dialogue on Climate Change, Peace, and Conflict in the Anthropocene 4 feb. 2022 03:00 p. m. en Zurich ",,,slightly agree with climate change,,1,slightly agree with climate change,1,,,,,,,,,,,,,
3276,1512093277717032966,When are you gonna declare a climate emergency? Climate Scientists are protesting at the White House because we are running out of time to save humanity and you are wasting it.,,,strongly agree with climate change,,1,strongly agree with climate change,1,,,,,,,,,,,,,
3277,1456354660416172042,RT Reason for optimism: awareness of the climate crisis is growing despite COVID-19 #ClimateChange #ClimateAction #NetZero,,,slightly agree with climate change,,1,slightly agree with climate change,1,,,,,,,,,,,,,
3278,1479200268193603593,"midnight thought/rant: guys if you can go reduce everything that are factors of global warming and climate change let's please reduce it. let's try to go greener and let's be sustainable this year. It's scary if we let this on happening, +++",,,strongly agree with climate change,,1,strongly agree with climate change,1,,,,,,,,,,,,,
3279,1480084264813314052,One of the greatest obstacles to climate action is misinformation. Big tech can change that. ,,,strongly agree with climate change,,1,strongly agree with climate change,1,,,,,,,,,,,,,
3280,1492743373362327553," Habitat deterioration, habitat loss, poaching and climate change threatening their survival. Without theorizing, these are the facts #SnowLeopard is in existential danger ... #EndangeredAnimalSpecies #nature #PlanetEarth #ShowThatYouAreHuman #WeAreAllBornInNature #Animals ",,,strongly agree with climate change,,1,strongly agree with climate change,1,,,,,,,,,,,,,
3281,1482744270935134213,"Thanks for this principled position. Of course you are right, but unfortunately I can't vote for you. History has shown that even decent Rs like you vote with the party far too often on critical issues - climate change & creating a society that values people over corps",,,slightly agree with climate change,,1,slightly agree with climate change,1,,,,,,,,,,,,,
3282,1462860661008961539,"Intense heat snaps can be deadlier for some plants and animals than long-term warming. But they can also help species adapt to a hotter world, reports: ",,,neutral to climate change,,1,neutral to climate change,1,,,,,,,,,,,,,
3283,1479570956947439620,"thanks mate. i can't wait to see the end of this in the mainstream discourse and im convinced it will be, unless we revert to caveman mode following an extinction event",,,neutral to climate change,,1,neutral to climate change,1,,,,,,,,,,,,,
3284,1468254572925923330,This is how Big Oil wages war: ALEC Launches Attack on Banks That Divest From Fossil Fuels via @EXPOSEDbyCMD,,,neutral to climate change,,1,neutral to climate change,1,,,,,,,,,,,,,
3285,1470053752300355592,"Many thanks to courageous people who tell the truth! Watch the conference ""The Global Crisis, Time for Truth"". Tell everyone. It's time to unite efforts. #CreativeSociety @_GlobalCrisis_ #eyewitness #Time4Truth #ClimateCrisis #ClimateChange #ClimateAction #Climate #environment ",,,strongly agree with climate change,,1,strongly agree with climate change,1,,,,,,,,,,,,,
3286,1460319654841253889,Ah the usual tactic to blame citizens when corporations continue record high pollution without an inch of remorse typical. ,,,strongly agree with climate change,,1,strongly agree with climate change,1,,,,,,,,,,,,,
3287,1498764226462208006,"Climate change is the ultimate threat multiplier, said chief scientist for the Nature Conservancy. Take almost anything we already know to be wrong with the world and the climate emergency is making it harder to solve. https://t.co/Dj3IytfTHN #UkraineKrieg",,,strongly agree with climate change,,1,strongly agree with climate change,1,,,,,,,,,,,,,
3288,1490051444862562312,"Democracy is on the cusp of extinction and the hill we are gonna die on is ""you hurt my feelings."" That's like approaching a forest fire and being mad that it was started with matches and not a lighter. Focus people. Focus!!! ",,,irrelevant or no opinion on climate change,,1,irrelevant or no opinion on climate change,1,,,,,,,,,,,,,
3289,1512093156539613186,"Plus, worsening climate change by continuing against nuclear will fuck over the developing world regardless.",,,strongly agree with climate change,,1,strongly agree with climate change,1,,,,,,,,,,,,,
3290,1512092722236211205,"These wretched people are a disgrace. All connected with the Extinction Rebellion lot no doubt. Let us get on with our lives, things are hard for many don't make matters worse for everyone ",,,neutral to climate change,,1,neutral to climate change,1,,,,,,,,,,,,,
3291,1483192526613921793,"If it hadn't been for environmental campaigners, the great whales would have disappeared from the world completely - a tragedy of cosmic proportions. Instead, they are rebounding. Why not start supporting an environmental organisation today. ",,,strongly agree with climate change,,1,strongly agree with climate change,1,,,,,,,,,,,,,
3292,1483520493055533056,"Many of the populations already affected by conflict, civil conflict, pandemics, or other disasters also face increasing hazard-related risks, generally fueled by climate change. #HumanitarianDRR ",,,strongly agree with climate change,,1,strongly agree with climate change,1,,,,,,,,,,,,,
3293,1458565836927553545,RT One in five of Europe's bird species slipping towards extinction ,,,neutral to climate change,,1,neutral to climate change,1,,,,,,,,,,,,,
3294,1495414385958952964,"If climate change were the imminent disaster they claim, no one on the left would be purchasing these million $ estates on the ocean. If covid had the murderous efficacy they claim, they wouldn't be constantly apologizing for being photographed mask-less at events.",,,strongly disagree with climate change,,1,strongly disagree with climate change,1,,,,,,,,,,,,,
3295,1492743114859356161,"The evidence is in: logging our native forests increases fire risk, threatens water supply, destroys habitat, squanders a carbon resource, and doesn't even supply timber. Yet cost us $'s & #extinction for our wildlife. Let's end native forest logging via @CosmosMagazine",,,strongly agree with climate change,,1,strongly agree with climate change,1,,,,,,,,,,,,,
3296,1470053435550711825,#MoscowMitch says to Kentucky voters: YOU ALL -CLIMATE CHANGE IS FAKE NEWS! ,,,strongly disagree with climate change,,1,strongly disagree with climate change,1,,,,,,,,,,,,,
3297,1508815808360820749,"The concern was with Clean Energy/Climate Change goals set by Mexico and the US being abandoned, not with Mexico achieving energy independence. If Mexico abandons those goals, it undermines global goals.",,,strongly agree with climate change,,1,strongly agree with climate change,1,,,,,,,,,,,,,
3298,1440786337276194823,"RT .Electrification is a powerful economic pathway that can solve these challenges while also generating economic growth, reducing health impacts, & protecting Americans from deadly climate change-linked disasters."" #ElectrifyTheEconomy : ",,,strongly agree with climate change,,1,strongly agree with climate change,1,,,,,,,,,,,,,
3299,1513555904809029645,I don't care about a candidate forgetting exact figures in the middle of a press conference BUT I do care about: Genuine action on climate change A Federal ICAC that was promised in 2019 The steam-cleaning of a MP's office the day after allegations of a rape & MORE!!!,,,strongly agree with climate change,,1,strongly agree with climate change,1,,,,,,,,,,,,,
3300,1472663794203643911,RT Young People: can u please do something about the climate crisis? Biden: ,,,strongly agree with climate change,,1,strongly agree with climate change,1,,,,,,,,,,,,,
3301,1508174767370780675,Fighting climate change through post harvest management. ,,,slightly agree with climate change,,1,slightly agree with climate change,1,,,,,,,,,,,,,
3302,1505549858408648712,"Let's keep arguing about parking spaces, everybody. ",,,irrelevant or no opinion on climate change,,1,irrelevant or no opinion on climate change,1,,,,,,,,,,,,,
3303,1458530445969199106,RT Scaring children about climate change is child abuse. ,,,neutral to climate change,,1,neutral to climate change,1,,,,,,,,,,,,,
3304,1462532922641166340,"RT Turn a lake into farmland and then when the dikes fail, claim climate change. ",,,slightly disagree with climate change,,1,slightly disagree with climate change,1,,,,,,,,,,,,,
3305,1462185267473915905,"It talked about the climate crisis and diesel companies that have so much to answer for. They covered up the science that fossil fuels cause severe harm to environment and humans. So I don't think that's boring, do you?",,,strongly agree with climate change,,1,strongly agree with climate change,1,,,,,,,,,,,,,
3306,1455657621306941453,"I'm not a climate change denier, nor am I an anti-vaxxer. Your not allowed to have an opinion these days without being immediately labelled - something which conveniently ignored the topic at hand.",,,neutral to climate change,,1,neutral to climate change,1,,,,,,,,,,,,,
3307,1483951191767883777,"Global Warming (BBC Favourite) causes colder weather. Wake up to the scam, people! ",,,strongly disagree with climate change,,1,strongly disagree with climate change,1,,,,,,,,,,,,,
3308,1514730566683607040,"We don't have the luxury of offering grace. That's some shit for when we're NOT seeing the mounting impact of climate change, wealth inequality, devastating housing shortages, Covid allowed to rage. We don't have time to gently usher her out on a silken pillow. It's trebuchet hrs",,,strongly agree with climate change,,1,strongly agree with climate change,1,,,,,,,,,,,,,
3309,1465716039052898311,"There are clear health and community benefits to reforestation, which is why we are partnering with and in a multi-year pledge to plant over 1 million trees in the UK by 2025. Learn more about AZ Forest here: https://t.co/yjLfRnvidv #Reforestation ",,,neutral to climate change,,1,neutral to climate change,1,,,,,,,,,,,,,
3310,1501282723268288521,"Happy International Women's Day! Gender equity is critical in the fight against climate change. We join in those sharing, Gender equality today for a sustainable tomorrow. https://t.co/hcfkkxNhr1 #InternationalWomensDay2022 #genderequity #internationalwomensday",,,slightly agree with climate change,,1,slightly agree with climate change,1,,,,,,,,,,,,,
3311,1518367853803569152,Twitter bans ads that contradict science on climate change ,,,slightly agree with climate change,,1,slightly agree with climate change,1,,,,,,,,,,,,,
3312,1501668945622884352,Extinction Rebellion must go down in history as the political movement with the WORST PR/spokespersons ever.,,,neutral to climate change,,1,neutral to climate change,1,,,,,,,,,,,,,
3313,1510618066161479688,Real engineers know that wind and solar aren't solutions to climate change.,,,slightly agree with climate change,,1,slightly agree with climate change,1,,,,,,,,,,,,,
3314,1466457893755133953,"OPINION:""(We) must employ rigorous sanctions and embargoes on companies that engage in, or are suspected of being engaged in, forced labour and human rights abuses,"" writes @BlocQuebecois ",,,irrelevant or no opinion on climate change,,1,irrelevant or no opinion on climate change,1,,,,,,,,,,,,,
3315,1444040769577181186,Only the sad beginning of the next human caused mass extinction event. #ClimateEmergency ,,,strongly agree with climate change,,1,strongly agree with climate change,1,,,,,,,,,,,,,
3316,1498426213693591552,"5/We cannot neglect the wars against rising poverty & systemic racism which include battles against egregious student loan debt, broken immigration system, worsening effects of climate change, &crumbling bridges and roads in our country. If we do, our enemies have already won.",,,,,0,,0,,,,,,,,,,,,,
3317,1449806952729546752,"It is a lie that we would survive a climate crisis by funding the US Government. The Government is economically, socially and ecologically unsustainable and unable to survive climate crisis let alone help others. Look at their debt, their success rate on anything, the infighting. ",,,,,0,,0,,,,,,,,,,,,strongly agree with climate change,
3318,1516124515809611784,"He's doing it ALL on purpose: Biden, July 2019 We would work [fossil fuels] out We would make sure it's eliminated.  Biden February 2020 a transition from fossil fuelsit's going to have to happen. Biden Oct 2020 I would transition from the oil industry,yes",,,,,0,,0,,,,,,,,,,,,,
3319,1492538283712204804,The Twin Pillars of the destruction of the West. Climate Change and DEI. ,,,,,0,,0,,,,,,,,,,,,,
3320,1458579051447209991,"Basically its where you pretend to own a jpg via the same technology that makes cryptocurrency function. Its horribly bad for the environment, has caused a massive uptick in art theft, and has the usually extremely overvalued prices. ",,,,,0,,0,,,,,,,,,,,,,
3321,1503102361048256512,"Covid is a form of air pollution. A bio-hazard released into the air. We are being told to ignore it. It's similar to air pollution causing climate change. Politicians chose to do very little about it. In both cases, people are being duped against their own interests. 1/",,,,,0,,0,,,,,,,,,,,,,
3322,1481667581367013383,"The only real ""freedom"" we have in our society is the freedom to choose what to buy (If we can afford it.) That's why climate change and the pandemic, massive failures of leadership, are being blamed on You, Making Bad Consumer Choices",,,,,0,,0,,,,,,,,,,,,,
3323,1492538682879864832,Facing catastrophic dangers from climate change and countries are sending militaries into neighboring territories for the right to say they belong to us? ,,,,,0,,0,,,,,,,,,,,,,
3324,1475103456516087830,"""In A Realistic Path to a Bright Future,[10] one of us described UK PM claim that COP26 salvaged the chance to keep global warming below 1.5C as pure, unadulterated bulls**t. There is now no chance whatever of keeping global warming below 1.5C."" ",,,,,0,,0,,,,,,,,,,,,,
3325,1515813757498314761,"Releasing #CO2 to the #atmosphere, #humans are rapidly altering the chemistry of the #ocean & affecting marine life. Ocean acidity has increased by about 25% since before the Industrial Revolution.... LJC https://t.co/2nzmKIZ41t #ClimateBrawl #fossilfuel #ecosystems #Crisis ",,,,,0,,0,,,,,,,,,,,,,
3326,1470491846564622342,RT Do you agree the HORRIFIC TORNADOES that struck Kentucky were largely caused by CLIMATE CHANGE? ,,,,,0,,0,,,,,,,,,,,,,
3327,1492742974585044992,"Soil extinction is not just another ecological challenge. It is an existential threat. If we do the right things now, we can turn the situation around and regenerate the soil. will soon launch his exciting Living Soil campaign. #JoinToSaveSoil",,,,,0,,0,,,,,,,,,,,,,
3328,1509574890193629188,the same way we get politicians to take climate change seriously and pass legislation to prevent it from getting worse?,,,,,0,,0,,,,,,,,,,,,,
3329,1470091266239180802,"FEMA Administrator issued a dire warning Sunday that severe weather events like recent tornado outbreak will likely become the ""new normal"" due to climate change. ",,,,,0,,0,,,,,,,,,,,,,
3330,1511378273934221317,"There is no climate crisis. This little scam has been gold for politicians, media and grifters. Time to stop this foolishness. ",,,,,0,,0,,,,,,,,,,,,,
3331,1498412656805433352,"Premier, @fordnation In 2018 you: Cut minimum wage Eliminated paid sick days Eliminated equal pay for equal work Axed the independent child advocate (.who does that?) Cut a plan for climate change with nothing in its place We're not buying what you're selling. ",,,,,0,,0,,,,,,,,,,,,,
3332,1468299635664035850,16. Avoid/delay public exposure of corruption & accountability _prevent loss of control/power 17. Avoid/delay loss of US taxpayer trillions due to loss of control _inability to enact corrupt policy to send money overseas disguised as goodwill/climate _unregulated _no audit policy,,,,,0,,0,,,,,,,,,,,,,
3333,1498423662999142405,"I've been in emergency services 40 yrs, since i was 16 and i think that qualifies me to say i have never seen or experienced a worse or wilfully hopeless government handling of natural disasters. No plans, no mitigation towards climate change only criminal denial.",,,,,0,,0,,,,,,,,,,,,,
3334,1518723983327170560,Have you seen anyone libeled a racist or a climate change alarmist?,,,,,0,,0,,,,,,,,,,,,,
3335,1446962382111186950,Seemingly the most misunderstood or ignored fact by every energy bear. They pretend that the developing world is simply going to disappear or choose to spend massive funds on green energy when fossil fuels are clearly superior in terms of cost and density. The ignorance is insane,,,,,0,,0,,,,,,,,,,,,,
3336,1492488282474795012,FACT: You shouldn't have a gas boiler in a draughty poorly insulated home in a climate crisis.,,,,,0,,0,,,,,,,,,,,,,
3337,1474826955945959429,"The country is to a large extent run by a minority, who doesn't believe in the UN, is racist, believes in guns more than education, drives inequality, and thinks climate crisis is a hoax. But many more people are thinking differently. It's a systemic challenge. #VotingRights",,,,,0,,0,,,,,,,,,,,,,
3338,1491435371070357505,It's all fun and games until the climate crisis shows up at #SuperBowl ,,,,,0,,0,,,,,,,,,,,,,
3339,1487935416128974855,"There'd be a lot less radicalization in the country if our press and politicians had spent the last 20 years addressing our country's actual problems (income inequality, health care, climate change, infrastructure) instead of overseas Islamic terror and fake culture war bullshit.",,,,,0,,0,,,,,,,,,,,,,
3340,1467940019688124417,"What did #CuppaJoe say in #Glasgow?!??! Something like this: ""We're going to cut U.S. greenhouse gas emissions by well over a gigaton by 2030, while making it more affordable for consumers to save on their own energy bills w/ tax credits for things like installing solar panels"" ",,,,,0,,0,,,,,,,,,,,,,
3341,1473688902498144258,The impact of #climatechange on staple crops - via ,,,,,0,,0,,,,,,,,,,,,strongly agree with climate change,
3342,1463612206918950914,"Spike proteins, graphene oxide. Destroys immune system. Attacks the DNA. Death/extinction=inevitable.",,,,,0,,0,,,,,,,,,,,,,
3343,1512494740264169479,April 7. #Earthquake of 4.7 magnitude occurred in #Poland. No affected or damage were reported. #climate #disaster #naturaldisaster #ClimateActionNow #news #ClimateCrisis #GlobalCrisis ,,,,,0,,0,,,,,,,,,,,,strongly agree with climate change,
3344,1461757943968415758,"By investing in American families, workers and the middle class, we can:  Revitalize our economy  Create millions of new jobs  Combat the climate crisis  Ensure no community is left behind. That is why I support the #BuildBackBetter Act. ",,,,,0,,0,,,,,,,,,,,,,
